session_id,user_id,movie_id,watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,location_country,is_download,user_rating,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
session_067345,user_05096,movie_0843,7/2/24,Desktop,79.3,76.7,started,HD,USA,False,,hharvey@example.net,Katie,Nelson,36.0,Female,USA,Texas,South Jenniferborough,Standard,2024-07-27,True,6.43,Desktop,1.0,2023-11-18 10:52:14.423956,War Fire,Movie,Comedy,Family,1998,60.0,PG-13,English,USA,4.8,2630439.0,,,,False,2024-03-28,False
session_012985,user_07181,movie_0555,6/7/25,Laptop,28.6,10.1,completed,4K,USA,False,,pmoody@example.net,Sheila,Dalton,42.0,Male,USA,Arizona,South Mary,Premium,2023-05-03,True,,Mobile,3.0,2024-02-12 23:29:54.534237,Ice Phoenix,TV Series,Comedy,Sci-Fi,2011,22.0,R,English,Germany,3.0,,,,141.0,False,2025-04-06,True
session_091437,user_08476,movie_0568,10/11/25,Laptop,65.3,50.2,completed,HD,USA,False,4.0,briggssabrina@example.org,John,Lee,41.0,Male,USA,North Carolina,Audreyland,Basic,2023-09-14,True,10.33,Gaming Console,5.0,2022-11-06 04:02:27.488746,Dark Legend,Movie,Sci-Fi,,1956,125.0,TV-Y7,English,Canada,6.2,1464928.0,7568167.0,,,False,2025-03-22,False
session_098117,user_00924,movie_0814,4/5/25,Mobile,2.1,20.2,paused,HD,Canada,False,,amyvalenzuela@example.net,Matthew,Green,42.0,Female,Canada,Quebec,New Kathleen,Premium,2023-02-12,True,20.47,Desktop,4.0,2023-10-03 09:20:49.229654,Adventure Legend,TV Series,Adventure,,2004,62.0,TV-Y7,Korean,USA,6.3,,,11.0,13.0,False,2022-03-04,False
session_054593,user_05951,movie_0236,4/28/25,Laptop,28.4,83.8,paused,Ultra HD,USA,False,,daniel17@example.com,David,West,,Female,Canada,Prince Edward Island,Sarahfort,Basic,2024-01-31,True,,Gaming Console,3.0,2024-04-01 06:47:10.710780,Queen Warrior,Stand-up Comedy,Action,Animation,2006,81.0,TV-14,English,Canada,,,,,,False,2024-08-22,False
session_064781,user_08470,movie_0176,3/2/24,Laptop,48.6,25.3,stopped,Ultra HD,USA,False,,hickmanstephanie@example.org,Miguel,White,37.0,Male,USA,Georgia,Paigeborough,Premium,2024-03-16,True,4.79,Laptop,2.0,2023-09-29 04:44:22.975243,Dream City,TV Series,Documentary,,2008,39.0,TV-Y7,French,USA,4.4,,,10.0,116.0,True,2022-09-02,False
session_002542,user_02427,movie_0077,12/5/25,Laptop,38.9,68.6,started,4K,USA,True,,vowen@example.com,Megan,Conner,29.0,Male,USA,Tennessee,Lindsaymouth,Standard,2023-01-22,True,24.36,Gaming Console,2.0,2025-05-14 13:00:00.408777,Our Battle,TV Series,War,History,2018,26.0,TV-14,English,USA,6.4,,,5.0,95.0,True,2024-12-03,False
session_074901,user_04713,movie_0662,5/18/24,Mobile,62.0,17.2,paused,4K,Canada,True,,gomezdiana@example.org,Julie,Scott,,Male,USA,New York,New Miguel,Premium,2023-03-30,True,21.21,Laptop,,2023-11-07 01:27:13.544575,Bright Family,Movie,Documentary,,1997,65.0,TV-MA,English,USA,7.9,10706001.0,1631334.0,,,False,2020-09-13,False
session_054064,user_00168,movie_0254,8/16/24,Smart TV,63.6,26.8,completed,4K,USA,False,,melissa12@example.net,Margaret,Lewis,5.0,Male,Canada,Alberta,North Jennifer,Standard,2023-10-10,True,14.0,Smart TV,2.0,2024-08-14 01:46:23.153698,Empire Mystery,TV Series,Drama,,2024,38.0,TV-14,English,Japan,7.1,,,3.0,84.0,False,2021-09-19,False
session_088008,user_08117,movie_0884,3/18/24,Tablet,,32.0,paused,HD,Canada,True,4.0,rileyamanda@example.net,Michael,Johnson,,Female,USA,Pennsylvania,Tiffanyshire,Premium+,2023-09-30,False,5.16,Tablet,1.0,2023-05-18 22:04:12.338722,Queen King,Movie,Animation,,2000,74.0,TV-G,English,Japan,9.0,3791520.0,,,,False,2021-07-30,False
session_040175,user_07598,movie_0304,10/14/24,Mobile,22.0,56.2,completed,HD,Canada,False,,grichardson@example.org,George,Murray,36.0,Male,USA,Florida,Diazmouth,Standard,2023-05-29,True,21.47,Smart TV,3.0,2023-08-18 20:03:12.158079,Dragon Warrior,Movie,History,Horror,2011,122.0,NC-17,Hindi,USA,6.3,13039164.0,51016239.0,,,True,2023-06-05,False
session_057246,user_07511,movie_0362,10/24/24,Mobile,28.0,19.6,stopped,HD,Canada,False,,stevenmartin@example.com,Allison,Hodge,49.0,Female,USA,New Jersey,Bakerhaven,Basic,2024-12-03,True,19.65,Desktop,1.0,2024-06-22 01:26:21.854829,Bright Phoenix,Documentary,Drama,,2021,84.0,TV-Y,English,UK,7.9,,,,,True,2023-05-09,False
session_067005,user_02029,movie_0249,10/23/25,Tablet,32.7,15.3,completed,HD,USA,False,,ryan11@example.com,Rachael,Smith,41.0,Female,USA,Wisconsin,New Tammy,Standard,2025-02-11,True,5.09,Laptop,,2022-09-23 02:48:18.033483,City Storm,Documentary,War,Action,2009,67.0,TV-14,Hindi,USA,6.5,,,,,False,2025-07-14,False
session_061790,user_01454,movie_0434,10/1/24,Smart TV,26.8,61.2,stopped,Ultra HD,USA,True,,eringraham@example.com,Kendra,Taylor,25.0,Female,USA,Wisconsin,Smithport,Standard,2025-02-19,True,12.55,Tablet,2.0,2023-09-15 22:47:18.032771,Princess Battle,Movie,Fantasy,,2011,90.0,TV-Y,English,France,6.5,1346945.0,,,,False,2024-10-25,False
session_054222,user_09656,movie_0183,11/16/25,Laptop,6.6,8.9,completed,4K,USA,False,,garrettmelissa@example.net,Leslie,Ramirez,36.0,Male,USA,Georgia,Vanessaside,Standard,2024-01-24,True,11.36,Gaming Console,1.0,2023-01-21 01:28:50.541713,House Phoenix,TV Series,Music,Romance,1999,42.0,G,English,USA,,,,14.0,85.0,True,2024-05-04,False
session_089448,user_01708,movie_0432,5/14/25,Desktop,56.2,,stopped,SD,Canada,False,,sydney62@example.net,Marvin,Travis,52.0,Male,USA,Ohio,Nicholasbury,Premium,2022-12-01,False,5.25,Smart TV,,2025-02-10 02:34:02.012953,Love Journey,Limited Series,Animation,,2019,60.0,R,French,USA,6.7,,,,29.0,True,2021-04-26,False
session_008081,user_08941,movie_0930,8/17/25,Smart TV,60.3,23.1,stopped,HD,USA,False,,xpena@example.net,Christopher,Snow,30.0,Other,Canada,Ontario,Port Christopher,Premium,2023-07-26,False,7.82,Desktop,2.0,2025-03-14 14:58:24.482386,Dark Day,Limited Series,Animation,History,1991,18.0,TV-14,English,Canada,5.8,,,8.0,99.0,False,2025-04-30,False
session_091985,user_02744,movie_0453,7/18/25,Tablet,26.3,100.0,started,HD,USA,False,4.0,donaldmatthews@example.com,Katherine,Montgomery,27.0,Male,USA,Michigan,New Haley,Premium+,2022-10-11,True,1.85,Mobile,2.0,2023-07-02 00:07:53.524301,Princess Dream,Movie,Adventure,,2007,92.0,TV-MA,English,Germany,9.2,3945580.0,366268007.0,,,False,2021-03-16,False
session_034401,user_01657,movie_0167,9/11/24,Laptop,69.4,76.7,paused,4K,USA,True,,knguyen@example.net,Michael,Cohen,38.0,Female,USA,New York,West Nicoleton,Basic,2024-06-09,False,,Mobile,3.0,2024-09-19 00:54:02.652650,Battle Night,TV Series,Adventure,,2010,37.0,TV-MA,Italian,USA,,,,9.0,178.0,False,2021-06-26,False
session_036445,user_07024,movie_0854,10/12/25,Smart TV,,83.1,stopped,HD,Canada,True,,ahickman@example.com,Kerry,Cole,45.0,Female,USA,Washington,Freemanmouth,Standard,2023-03-27,True,10.64,Laptop,2.0,2025-04-29 08:57:29.285480,Dark House,Movie,Fantasy,,2012,117.0,PG-13,English,USA,7.8,859774.0,,,,True,2024-07-16,False
session_045769,user_03490,movie_0306,1/7/25,Mobile,255.7,2.8,started,HD,USA,False,,sandratrujillo@example.org,Matthew,Best,43.0,Female,USA,Maryland,Port Patrickland,Premium,2023-11-04,True,24.63,Mobile,4.0,2024-09-03 04:46:44.613427,Warrior House,TV Series,Comedy,,2009,45.0,G,English,UK,,,,1.0,83.0,False,2021-10-02,False
session_035626,user_08276,movie_0460,4/24/24,Desktop,66.1,26.9,stopped,HD,USA,False,,burchtravis@example.com,Drew,Duncan,9.0,Female,USA,Pennsylvania,Leontown,Premium,2024-07-21,True,13.44,Tablet,,2023-04-08 13:46:15.030686,Family Journey,TV Series,Documentary,History,2013,24.0,TV-14,Italian,Japan,,,,9.0,66.0,False,2022-02-23,False
session_011535,user_02416,movie_0794,10/12/25,Desktop,31.4,65.7,completed,4K,USA,True,,halljames@example.com,Julie,Davis,66.0,,Canada,Prince Edward Island,Thompsonberg,Basic,2024-06-01,True,8.51,Mobile,,2023-11-05 13:19:23.991269,Warrior War,Movie,Sport,,1991,102.0,TV-PG,English,Japan,,5565586.0,16023137.0,,,False,2022-10-20,True
session_054137,user_01095,movie_0373,3/10/24,Mobile,48.5,2.7,completed,HD,USA,False,,calebday@example.org,Clinton,Casey,25.0,Male,USA,California,Williamville,Basic,2024-03-14,True,28.04,Desktop,2.0,2024-03-20 12:40:58.359914,Queen Journey,TV Series,War,,2001,51.0,TV-MA,Spanish,South Korea,5.5,,,7.0,147.0,False,2021-06-17,False
session_039846,user_08105,movie_0717,6/8/24,Desktop,40.0,18.8,started,SD,Canada,True,,fmccoy@example.com,Judy,Zamora,49.0,Male,USA,New Jersey,Muellerville,Premium,2023-04-22,True,11.71,Mobile,3.0,2024-11-17 15:01:11.539016,Queen Legend,TV Series,Sport,,1995,40.0,TV-Y,French,UK,5.1,,,14.0,147.0,False,2023-10-17,False
session_016965,user_00408,movie_0488,11/6/24,Desktop,22.3,80.8,completed,HD,USA,False,5.0,upalmer@example.net,Jesse,Rice,31.0,Male,USA,New York,Angelaview,Standard,2025-04-02,True,15.33,Desktop,1.0,2024-01-27 05:17:30.645116,My Mystery,Movie,Thriller,,2013,111.0,NC-17,Hindi,Canada,,252254.0,161575.0,,,False,2023-07-16,False
session_062615,user_00177,movie_0270,12/9/25,Mobile,18.2,25.2,completed,HD,USA,False,,lbanks@example.net,Jeffrey,Gray,16.0,Female,Canada,Quebec,East Jessica,Basic,2025-02-19,False,9.56,Tablet,2.0,2023-02-18 13:56:49.714808,Secret Ice,Movie,Romance,,2020,152.0,TV-G,English,UK,0.9,389524.0,492518.0,,,False,2022-11-01,True
session_074035,user_03483,movie_0199,8/18/24,Desktop,23.6,,completed,HD,USA,True,,johnsonstephen@example.net,Kathy,Smith,23.0,Female,Canada,Nova Scotia,Howardshire,Basic,2022-10-05,True,19.35,Desktop,4.0,2025-08-01 15:21:18.371973,A Love,TV Series,Music,,1992,23.0,TV-Y7,English,India,8.3,,,3.0,53.0,False,2020-08-30,False
session_069412,user_00868,movie_0823,7/10/24,Desktop,,41.4,stopped,4K,USA,True,1.0,brandon55@example.com,Amanda,Perez,52.0,Male,Canada,Alberta,North Annetteberg,Basic,2023-10-26,True,9.13,Tablet,1.0,2023-03-15 15:33:57.421404,Adventure Ice,Movie,Comedy,,1992,87.0,TV-PG,English,UK,,527595.0,,,,False,2022-01-15,False
session_018280,user_08849,movie_0715,2/10/24,Smart TV,4.4,,started,HD,USA,False,4.0,angelica64@example.com,Margaret,Fernandez,35.0,,Canada,Ontario,Glennland,Standard,2023-05-04,True,4.48,Laptop,6.0,2023-11-27 01:20:26.373190,City Mystery,Movie,Horror,,2002,116.0,PG-13,English,USA,5.6,2496199.0,5147384.0,,,False,2024-11-07,False
session_039761,user_03163,movie_0889,12/16/25,Tablet,21.3,14.6,completed,SD,USA,False,,wushawn@example.com,Jorge,Floyd,,Male,USA,Massachusetts,Lake Raymondfort,Premium,2023-04-16,True,,Mobile,,2025-07-08 16:08:04.903214,Love Princess,Stand-up Comedy,Crime,War,2002,71.0,TV-Y,Spanish,Japan,5.9,,,,,False,2024-06-21,False
session_083979,user_03150,movie_0421,8/8/24,Mobile,116.2,,completed,HD,USA,False,5.0,stephanieball@example.com,Jackie,Huber,,Prefer not to say,USA,Texas,Aaronberg,Basic,2024-02-20,True,5.71,Smart TV,2.0,2024-08-30 13:26:58.012835,Legend Love,Documentary,War,,1997,66.0,PG,English,USA,5.2,,,,,False,2025-05-30,False
session_082425,user_01714,movie_0736,1/8/25,Mobile,83.8,43.0,paused,Ultra HD,USA,True,,peter98@example.com,Amanda,Holder,20.0,Male,USA,Michigan,Stephensonmouth,Premium,2022-09-19,True,18.44,Tablet,4.0,2024-08-06 00:53:42.878742,Mystery Legend,Stand-up Comedy,Music,,2004,69.0,PG,German,Germany,6.3,,,,,False,2021-09-09,True
session_068752,user_09543,movie_0057,11/1/24,Smart TV,69.3,6.0,stopped,HD,USA,False,,ymoore@example.net,Daniel,Montgomery,46.0,Male,USA,Maryland,Port Ritashire,Premium,2024-12-28,True,12.36,Tablet,3.0,2022-08-10 15:20:37.159813,Mission Dream,Movie,Biography,,2017,82.0,TV-14,Spanish,USA,5.9,4186498.0,7674756.0,,,True,2021-10-30,False
session_047105,user_06032,movie_0423,6/2/25,Desktop,90.1,43.8,stopped,SD,USA,False,,kristinaburke@example.org,Brian,Davis,,Male,USA,Ohio,East Jason,Standard,2022-09-16,True,46.63,Laptop,2.0,2024-05-21 17:26:03.840286,Our Night,Movie,Biography,,2005,143.0,TV-PG,English,USA,3.4,1053266.0,178690590.0,,,False,2022-11-05,False
session_059132,user_06005,movie_0798,5/4/25,Laptop,62.8,5.1,started,4K,USA,False,,richardparker@example.net,Walter,Romero,35.0,Male,Canada,Alberta,East Angieport,Premium,2023-12-31,True,6.51,Gaming Console,5.0,2025-03-28 03:17:23.628158,Queen Adventure,Movie,Adventure,Comedy,2019,108.0,TV-PG,English,France,5.5,6555080.0,,,,False,2023-08-25,False
session_031736,user_07460,movie_0183,2/27/24,Smart TV,29.9,73.4,completed,SD,USA,False,,saracook@example.org,Shelly,Potts,36.0,Male,USA,Missouri,Reidside,Standard,2022-09-11,True,30.74,Tablet,2.0,2024-10-05 02:19:57.253521,House Phoenix,TV Series,Music,Romance,1999,42.0,G,English,USA,,,,14.0,85.0,True,2024-05-04,False
session_062002,user_01607,movie_0553,2/2/25,Smart TV,10.4,3.2,completed,HD,USA,False,,lsalinas@example.net,Tina,Sanchez,40.0,Male,Canada,Newfoundland and Labrador,Lake Robertland,Standard,2025-04-05,True,4.55,Laptop,1.0,2023-04-20 05:53:26.468704,Mystery City,Documentary,Music,,2010,93.0,NC-17,English,Germany,6.0,,,,,True,2024-06-22,False
session_010740,user_03165,movie_0765,3/31/25,Laptop,533.7,8.8,completed,4K,USA,False,,watersjerry@example.org,Karen,Harris,22.0,Prefer not to say,USA,Indiana,Fitzgeraldville,Basic,2025-05-19,True,13.17,Desktop,1.0,2024-12-22 06:13:33.227235,War Phoenix,TV Series,Documentary,,2003,439.0,TV-Y,German,USA,,,,7.0,6.0,False,2021-05-12,False
session_041215,user_04124,movie_0064,4/18/24,Smart TV,4.1,48.0,stopped,HD,Canada,False,1.0,huntercorey@example.net,Alex,Sanford,19.0,Male,USA,Maryland,Ericville,Premium,2024-06-24,False,3.1,Mobile,5.0,2023-12-28 11:59:15.841313,Last City,Documentary,Animation,Crime,1994,115.0,TV-PG,Japanese,South Korea,5.8,,,,,False,2021-07-03,False
session_072858,user_04755,movie_0957,8/19/24,Desktop,84.7,17.0,stopped,HD,USA,False,,ryankeith@example.com,Stephanie,Rivera,49.0,Female,USA,North Carolina,Santoschester,Standard,2025-07-11,True,14.44,Gaming Console,3.0,2023-06-09 09:24:31.825062,Storm Love,Documentary,Sci-Fi,Family,2024,102.0,TV-14,Italian,Canada,6.3,,,,,True,2021-05-24,False
session_060272,user_06110,movie_0591,3/23/24,Tablet,91.4,40.3,started,4K,USA,True,,wgonzalez@example.net,Lisa,Li,26.0,Male,USA,Pennsylvania,South Davidside,Premium,2024-07-15,True,21.1,Laptop,3.0,2023-03-30 07:41:15.040145,City Empire,Limited Series,Mystery,Sci-Fi,1995,94.0,TV-Y,German,USA,,,,6.0,77.0,False,2024-08-01,False
session_013761,user_00904,movie_0317,6/17/24,Mobile,711.2,95.5,completed,4K,USA,False,,nmccoy@example.org,Lindsey,Powers,55.0,Prefer not to say,USA,Indiana,Port Allison,Premium,2025-07-11,False,8.49,Gaming Console,,2023-05-06 02:46:49.729645,Mystery Love,Movie,Drama,,1996,87.0,TV-Y,French,South Korea,8.6,,544577.0,,,True,2025-03-25,True
session_084418,user_06782,movie_0417,12/15/24,Tablet,85.4,31.8,paused,HD,USA,False,4.0,donald65@example.org,Tiffany,Stone,19.0,Female,USA,Massachusetts,Wrightport,Basic,2023-09-25,False,27.11,Mobile,8.0,2025-07-25 03:30:43.755301,Dragon Day,Documentary,Western,,2011,91.0,PG-13,English,USA,5.4,,,,,False,2023-06-07,False
